Gene description	Synonyms
BTB domain containing 10	BTBD-10; BTBD10
BTB domain containing 16	BTBD-16; BTBD16
BTB domain containing 18	BTBD-18; BTBD18
BTB domain containing 2	BTBD-2; BTBD2
BTB domain containing 3	BTBD-3; BTBD3
BTB domain containing 6	BTBD-6; BTBD6
BTB domain containing 7	BTBD-7; BTBD7
BTB domain containing 8	BTBD-8; BTBD8
BTB domain containing 9	BTBD-9; BTBD9
BTG anti-proliferation factor 1	BTG-1; BTG1
BTG anti-proliferation factor 2	BTG-2; BTG2
BTG anti-proliferation factor 3	BTG-3; BTG3
BTG anti-proliferation factor 4	BTG-4; BTG4
BTG3 associated nuclear protein	BANP
BUB1 mitotic checkpoint serine/threonine kinase	BUB-1; BUB1
BUB1 mitotic checkpoint serine/threonine kinase B	BUB1B
BUB3 mitotic checkpoint protein	BUB-3; BUB3
Bublin coiled coil protein	BBLN
BUD13 homolog	BUD-13; BUD13
BUD23 rRNA methyltransferase and ribosome maturation factor	BUD-23; BUD23
BUD31 homolog	BUD-31; BUD31
Butyrophilin like 3	BTNL-3; BTNL3; Butyrophilin like-3
Butyrophilin like 8	BTNL-8; BTNL8; Butyrophilin like-8
Butyrophilin like 9	BTNL-9; BTNL9; Butyrophilin like-9
Butyrophilin subfamily 1 member A1	BTN1A1
Butyrophilin subfamily 2 member A1	BTN2A1
Butyrophilin subfamily 2 member A2	BTN2A2
Butyrophilin subfamily 3 member A1	BTN3A1
Butyrophilin subfamily 3 member A2	BTN3A2
Butyrophilin subfamily 3 member A3	BTN3A3
Butyrylcholinesterase	BCHE
Bystin like	BYSL
C-C motif chemokine ligand 1	CCL-1; CCL1
C-C motif chemokine ligand 11	CCL-11; CCL11
C-C motif chemokine ligand 13	CCL-13; CCL13
C-C motif chemokine ligand 14	CCL-14; CCL14
C-C motif chemokine ligand 15	CCL-15; CCL15
C-C motif chemokine ligand 16	CCL-16; CCL16
C-C motif chemokine ligand 17	CCL-17; CCL17
C-C motif chemokine ligand 18	CCL-18; CCL18
C-C motif chemokine ligand 19	CCL-19; CCL19
C-C motif chemokine ligand 2	CCL-2; CCL2
C-C motif chemokine ligand 20	CCL-20; CCL20
C-C motif chemokine ligand 21	CCL-21; CCL21
C-C motif chemokine ligand 22	CCL-22; CCL22
C-C motif chemokine ligand 23	CCL-23; CCL23
C-C motif chemokine ligand 24	CCL-24; CCL24
C-C motif chemokine ligand 25	CCL-25; CCL25
C-C motif chemokine ligand 26	CCL-26; CCL26
C-C motif chemokine ligand 27	CCL-27; CCL27
C-C motif chemokine ligand 28	CCL-28; CCL28
C-C motif chemokine ligand 3	CCL-3; CCL3
C-C motif chemokine ligand 3 like 1	CCL3L1
C-C motif chemokine ligand 4	CCL-4; CCL4
C-C motif chemokine ligand 4 like 2	CCL4L2
C-C motif chemokine ligand 5	CCL-5; CCL5
C-C motif chemokine ligand 7	CCL-7; CCL7
C-C motif chemokine ligand 8	CCL-8; CCL8
C-C motif chemokine receptor 1	CCR-1; CCR1
C-C motif chemokine receptor 10	CCR-10; CCR10
C-C motif chemokine receptor 2	CCR-2; CCR2
C-C motif chemokine receptor 3	CCR-3; CCR3
C-C motif chemokine receptor 4	CCR-4; CCR4
C-C motif chemokine receptor 5	CCR-5; CCR5
C-C motif chemokine receptor 6	CCR-6; CCR6
C-C motif chemokine receptor 7	CCR-7; CCR7
C-C motif chemokine receptor 8	CCR-8; CCR8
C-C motif chemokine receptor 9	CCR-9; CCR9
C-C motif chemokine receptor like 2	CCRL-2; CCRL2
C-Maf inducing protein	CMIP
C-reactive protein	CRP
C-terminal binding protein 1	CTBP-1; CTBP1
C-terminal binding protein 2	CTBP-2; CTBP2
C-terminal Src kinase	CSK
C-type lectin domain containing 10A	CLEC10A
C-type lectin domain containing 11A	CLEC11A
C-type lectin domain containing 14A	CLEC14A
C-type lectin domain containing 16A	CLEC16A
C-type lectin domain containing 17A	CLEC17A
C-type lectin domain containing 19A	CLEC19A
C-type lectin domain containing 5A	CLEC5A
C-type lectin domain containing 6A	CLEC6A
C-type lectin domain containing 7A	CLEC7A
C-type lectin domain containing 9A	CLEC9A
C-type lectin domain family 1 member A	CLEC1A
C-type lectin domain family 1 member B	CLEC1B
C-type lectin domain family 12 member A	CLEC12A
C-type lectin domain family 12 member B	CLEC12B
C-type lectin domain family 18 member A	CLEC18A
C-type lectin domain family 2 member A	CLEC2A
C-type lectin domain family 2 member B	CLEC2B
C-type lectin domain family 2 member D	CLEC2D
C-type lectin domain family 3 member A	CLEC3A
C-type lectin domain family 3 member B	CLEC3B
C-type lectin domain family 4 member A	CLEC4A
C-type lectin domain family 4 member C	CLEC4C
C-type lectin domain family 4 member D	CLEC4D
C-type lectin domain family 4 member E	CLEC4E
C-type lectin domain family 4 member G	CLEC4G
C-type lectin domain family 4 member M	CLEC4M
C-X-C motif chemokine ligand 1	CXCL-1; CXCL1
C-X-C motif chemokine ligand 10	CXCL-10; CXCL10
C-X-C motif chemokine ligand 11	CXCL-11; CXCL11
C-X-C motif chemokine ligand 12	CXCL-12; CXCL12
C-X-C motif chemokine ligand 13	CXCL-13; CXCL13
C-X-C motif chemokine ligand 14	CXCL-14; CXCL14
C-X-C motif chemokine ligand 17	CXCL-17; CXCL17
C-X-C motif chemokine ligand 2	CXCL-2; CXCL2
C-X-C motif chemokine ligand 3	CXCL-3; CXCL3
C-X-C motif chemokine ligand 5	CXCL-5; CXCL5
C-X-C motif chemokine ligand 6	CXCL-6; CXCL6
C-X-C motif chemokine ligand 8	CXCL-8; CXCL8
C-X-C motif chemokine ligand 9	CXCL-9; CXCL9
C-X-C motif chemokine receptor 1	CXCR-1; CXCR1
C-X-C motif chemokine receptor 2	CXCR-2; CXCR2
C-X-C motif chemokine receptor 3	CXCR-3; CXCR3
C-X-C motif chemokine receptor 4	CXCR-4; CXCR4
C-X-C motif chemokine receptor 5	CXCR-5; CXCR5
C-X3-C motif chemokine ligand 1	CX3CL1
C-X3-C motif chemokine receptor 1	CX3CR1
C-X9-C motif containing 1	CMC-1; CMC1
C-X9-C motif containing 2	CMC-2; CMC2
C-X9-C motif containing 4	CMC-4; CMC4
C1D nuclear receptor corepressor	C1D
C1GALT1 specific chaperone 1	C1GALT1C1
C1q and TNF related 1	C1QTNF1
C1q and TNF related 12	C1QTNF12
C1q and TNF related 2	C1QTNF2
C1q and TNF related 3	C1QTNF3
C1q and TNF related 4	C1QTNF4
C1q and TNF related 5	C1QTNF5
C1q and TNF related 6	C1QTNF6
C1q and TNF related 8	C1QTNF8
C1q and TNF related 9	C1QTNF9
C1q and TNF related 9B	C1QTNF9B
C2 calcium dependent domain containing 2	C2CD2
C2 calcium dependent domain containing 4C	C2CD4C
C2 calcium dependent domain containing 5	C2CD5
C2 calcium dependent domain containing 6	C2CD6
C2 domain containing 3 centriole elongation regulator	C2CD3
C2CD2 like	C2CD2L
C3 and PZP like alpha-2-macroglobulin domain containing 8	CPAMD-8; CPAMD8
C9orf72-SMCR8 complex subunit	C9orf72
CACN subunit beta associated regulatory protein	CBARP
Cactin, spliceosome C complex subunit	CACTIN
Cadherin 1	Cadherin-1; CDH-1; CDH1
Cadherin 10	Cadherin-10; CDH-10; CDH10
Cadherin 11	Cadherin-11; CDH-11; CDH11
Cadherin 13	Cadherin-13; CDH-13; CDH13
Cadherin 15	Cadherin-15; CDH-15; CDH15
Cadherin 16	Cadherin-16; CDH-16; CDH16
Cadherin 17	Cadherin-17; CDH-17; CDH17
Cadherin 2	Cadherin-2; CDH-2; CDH2
Cadherin 24	Cadherin-24; CDH-24; CDH24
Cadherin 26	Cadherin-26; CDH-26; CDH26
Cadherin 3	Cadherin-3; CDH-3; CDH3
Cadherin 5	Cadherin-5; CDH-5; CDH5
Cadherin 6	Cadherin-6; CDH-6; CDH6
Cadherin EGF LAG seven-pass G-type receptor 1	CELSR-1; CELSR1
Cadherin EGF LAG seven-pass G-type receptor 2	CELSR-2; CELSR2
Cadherin EGF LAG seven-pass G-type receptor 3	CELSR-3; CELSR3
Cadherin related 23	Cadherin related-23; CDH-23; CDH23
Cadherin related family member 1	CDHR-1; CDHR1
Cadherin related family member 2	CDHR-2; CDHR2
Cadherin related family member 3	CDHR-3; CDHR3
Cadherin related family member 5	CDHR-5; CDHR5
Calbindin 1	CALB-1; CALB1; Calbindin-1
Calcineurin binding protein 1	CABIN-1; CABIN1
Calcineurin like EF-hand protein 1	CHP-1; CHP1
Calcineurin like EF-hand protein 2	CHP-2; CHP2
Calcineurin like phosphoesterase domain containing 1	CPPED-1; CPPED1
Calcitonin receptor like receptor	CALCRL
Calcitonin related polypeptide alpha	CALCA
Calcitonin related polypeptide beta	CALCB
Calcium activated nucleotidase 1	CANT-1; CANT1
Calcium and integrin binding 1	CIB-1; CIB1
Calcium and integrin binding family member 2	CIB-2; CIB2
Calcium and integrin binding family member 3	CIB-3; CIB3
Calcium and integrin binding family member 4	CIB-4; CIB4
Calcium binding and coiled-coil domain 1	CALCOCO-1; CALCOCO1
Calcium binding and coiled-coil domain 2	CALCOCO-2; CALCOCO2
Calcium binding protein 1	CABP-1; CABP1
Calcium binding protein 2	CABP-2; CABP2
Calcium binding protein 39	CAB-39; CAB39
Calcium binding protein 39 like	CAB39L
Calcium binding protein 4	CABP-4; CABP4
Calcium binding protein 5	CABP-5; CABP5
Calcium binding protein 7	CABP-7; CABP7
Calcium binding tyrosine phosphorylation regulated	CABYR
Calcium channel flower domain containing 1	CACFD-1; CACFD1
Calcium dependent secretion activator	CADPS
Calcium dependent secretion activator 2	CADPS-2; CADPS2
Calcium homeostasis endoplasmic reticulum protein	CHERP
Calcium homeostasis modulator 1	CALHM-1; CALHM1
Calcium homeostasis modulator 3	CALHM-3; CALHM3
Calcium homeostasis modulator family member 2	CALHM-2; CALHM2
Calcium homeostasis modulator family member 4	CALHM-4; CALHM4
Calcium homeostasis modulator family member 5	CALHM-5; CALHM5
Calcium homeostasis modulator family member 6	CALHM-6; CALHM6
Calcium modulating ligand	CAMLG
Calcium regulated heat stable protein 1	CARHSP-1; CARHSP1
Calcium release activated channel regulator 2A	CRACR2A
Calcium release activated channel regulator 2B	CRACR2B
Calcium responsive transcription factor	CARF
Calcium sensing receptor	CASR
Calcium voltage-gated channel auxiliary subunit alpha2delta 1	CACNA2D1
Calcium voltage-gated channel auxiliary subunit alpha2delta 2	CACNA2D2
Calcium voltage-gated channel auxiliary subunit alpha2delta 3	CACNA2D3
Calcium voltage-gated channel auxiliary subunit alpha2delta 4	CACNA2D4
Calcium voltage-gated channel auxiliary subunit beta 1	CACNB-1; CACNB1
Calcium voltage-gated channel auxiliary subunit beta 2	CACNB-2; CACNB2
Calcium voltage-gated channel auxiliary subunit beta 3	CACNB-3; CACNB3
Calcium voltage-gated channel auxiliary subunit beta 4	CACNB-4; CACNB4
Calcium voltage-gated channel auxiliary subunit gamma 1	CACNG-1; CACNG1
Calcium voltage-gated channel auxiliary subunit gamma 2	CACNG-2; CACNG2
Calcium voltage-gated channel auxiliary subunit gamma 4	CACNG-4; CACNG4
Calcium voltage-gated channel auxiliary subunit gamma 6	CACNG-6; CACNG6
Calcium voltage-gated channel auxiliary subunit gamma 7	CACNG-7; CACNG7
Calcium voltage-gated channel subunit alpha1 A	CACNA1A
Calcium voltage-gated channel subunit alpha1 B	CACNA1B
Calcium voltage-gated channel subunit alpha1 C	CACNA1C
Calcium voltage-gated channel subunit alpha1 D	CACNA1D
Calcium voltage-gated channel subunit alpha1 E	CACNA1E
Calcium voltage-gated channel subunit alpha1 F	CACNA1F
Calcium voltage-gated channel subunit alpha1 G	CACNA1G
Calcium voltage-gated channel subunit alpha1 H	CACNA1H
Calcium voltage-gated channel subunit alpha1 I	CACNA1I
Calcium voltage-gated channel subunit alpha1 S	CACNA1S
Calcium/calmodulin dependent protein kinase I	CAMK-1; CAMK1
Calcium/calmodulin dependent protein kinase ID	CAMK1D
Calcium/calmodulin dependent protein kinase IG	CAMK1G
Calcium/calmodulin dependent protein kinase II alpha	CAMK2A
Calcium/calmodulin dependent protein kinase II beta	CAMK2B
Calcium/calmodulin dependent protein kinase II delta	CAMK2D
Calcium/calmodulin dependent protein kinase II gamma	CAMK2G
Calcium/calmodulin dependent protein kinase IV	CAMK-4; CAMK4
Calcium/calmodulin dependent protein kinase kinase 1	CAMKK-1; CAMKK1
Calcium/calmodulin dependent protein kinase kinase 2	CAMKK-2; CAMKK2
Calcium/calmodulin dependent serine protein kinase	CASK
Calcyclin binding protein	CACYBP
Calcyon neuron specific vesicular protein	CALY
Calcyphosine	CAPS
Caldesmon 1	CALD-1; CALD1; Caldesmon-1
Calicin	CCIN
Calmegin	CLGN
Calmin	CLMN
Calmodulin 1	CALM-1; CALM1; Calmodulin-1
Calmodulin 2	CALM-2; CALM2; Calmodulin-2
Calmodulin 3	CALM-3; CALM3; Calmodulin-3
Calmodulin binding transcription activator 1	CAMTA-1; CAMTA1
Calmodulin binding transcription activator 2	CAMTA-2; CAMTA2
Calmodulin like 3	CALML-3; CALML3; Calmodulin like-3
Calmodulin like 5	CALML-5; CALML5; Calmodulin like-5
Calmodulin like 6	CALML-6; CALML6; Calmodulin like-6
Calmodulin regulated spectrin associated protein 1	CAMSAP-1; CAMSAP1
Calmodulin regulated spectrin associated protein family member 2	CAMSAP-2; CAMSAP2
Calmodulin regulated spectrin associated protein family member 3	CAMSAP-3; CAMSAP3
Calmodulin-lysine N-methyltransferase	CAMKMT
Calneuron 1	CALN-1; CALN1; Calneuron-1
Calnexin	CANX
Calpain 1	Calpain-1; CAPN-1; CAPN1
Calpain 10	Calpain-10; CAPN-10; CAPN10
Calpain 13	Calpain-13; CAPN-13; CAPN13
Calpain 15	Calpain-15; CAPN-15; CAPN15
Calpain 2	Calpain-2; CAPN-2; CAPN2
Calpain 3	Calpain-3; CAPN-3; CAPN3
Calpain 5	Calpain-5; CAPN-5; CAPN5
Calpain 6	Calpain-6; CAPN-6; CAPN6
Calpain 7	Calpain-7; CAPN-7; CAPN7
Calpain 8	Calpain-8; CAPN-8; CAPN8
Calpain 9	Calpain-9; CAPN-9; CAPN9
Calpain small subunit 1	CAPNS-1; CAPNS1
Calpain small subunit 2	CAPNS-2; CAPNS2
Calpastatin	CAST
Calponin 1	Calponin-1; CNN-1; CNN1
Calponin 2	Calponin-2; CNN-2; CNN2
Calponin 3	Calponin-3; CNN-3; CNN3
Calreticulin	CALR
Calreticulin 3	CALR-3; CALR3; Calreticulin-3
Calsequestrin 1	Calsequestrin-1; CASQ-1; CASQ1
Calsequestrin 2	Calsequestrin-2; CASQ-2; CASQ2
Calsyntenin 1	Calsyntenin-1; CLSTN-1; CLSTN1
Calsyntenin 2	Calsyntenin-2; CLSTN-2; CLSTN2
Calsyntenin 3	Calsyntenin-3; CLSTN-3; CLSTN3
Calumenin	CALU
CAMP regulated phosphoprotein 19	ARPP-19; ARPP19
CAMP regulated phosphoprotein 21	ARPP-21; ARPP21
CAMP responsive element binding protein 1	CREB-1; CREB1
CAMP responsive element binding protein 3	CREB-3; CREB3
CAMP responsive element binding protein 3 like 1	CREB3L1
CAMP responsive element binding protein 3 like 2	CREB3L2
CAMP responsive element binding protein 3 like 3	CREB3L3
CAMP responsive element binding protein 3 like 4	CREB3L4
CAMP responsive element binding protein 5	CREB-5; CREB5
CAMP responsive element binding protein like 2	CREBL-2; CREBL2
CAMP responsive element modulator	CREM
CAMP-dependent protein kinase inhibitor alpha	PKIA
CAMP-dependent protein kinase inhibitor beta	PKIB
CAMP-dependent protein kinase inhibitor gamma	PKIG
Cancer antigen 1	CAGE-1; CAGE1; Cancer antigen-1
Cancer/testis antigen 1A	CTAG1A
Cancer/testis antigen 1B	CTAG1B
Cancer/testis antigen 2	Cancer/testis antigen-2; CTAG-2; CTAG2
Cancer/testis antigen 55	Cancer/testis antigen-55; CT-55; CT55
Cancer/testis antigen 83	Cancer/testis antigen-83; CT-83; CT83
Cancer/testis antigen family 45 member A1	CT45A1
Cancer/testis antigen family 45 member A10	CT45A10
Cancer/testis antigen family 45 member A3	CT45A3
Cannabinoid receptor 1	Cannabinoid receptor-1; CNR-1; CNR1
Cannabinoid receptor 2	Cannabinoid receptor-2; CNR-2; CNR2
Cannabinoid receptor interacting protein 1	CNRIP-1; CNRIP1
Canopy FGF signaling regulator 2	CNPY-2; CNPY2
Canopy FGF signaling regulator 3	CNPY-3; CNPY3
Canopy FGF signaling regulator 4	CNPY-4; CNPY4
Cap binding complex dependent translation initiation factor	CTIF
Cap methyltransferase 1	Cap methyltransferase-1; CMTR-1; CMTR1
Cap methyltransferase 2	Cap methyltransferase-2; CMTR-2; CMTR2
CAP-Gly domain containing linker protein 1	CLIP-1; CLIP1
CAP-Gly domain containing linker protein 2	CLIP-2; CLIP2
CAP-Gly domain containing linker protein 3	CLIP-3; CLIP3
CAP-Gly domain containing linker protein family member 4	CLIP-4; CLIP4
Capicua transcriptional repressor	CIC
Capping actin protein of muscle Z-line subunit alpha 1	CAPZA-1; CAPZA1
Capping actin protein of muscle Z-line subunit alpha 2	CAPZA-2; CAPZA2
Capping actin protein of muscle Z-line subunit alpha 3	CAPZA-3; CAPZA3
Capping actin protein of muscle Z-line subunit beta	CAPZB
Capping actin protein, gelsolin like	CAPG
Capping protein inhibiting regulator of actin dynamics	CRACD
Capping protein regulator and myosin 1 linker 1	CARMIL-1; CARMIL1
Capping protein regulator and myosin 1 linker 2	CARMIL-2; CARMIL2
Caprin family member 2	CAPRIN-2; CAPRIN2
Carbamoyl-phosphate synthase 1	Carbamoyl-phosphate synthase-1; CPS-1; CPS1
Carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase	CAD
Carbohydrate sulfotransferase 1	Carbohydrate sulfotransferase-1; CHST-1; CHST1
Carbohydrate sulfotransferase 10	Carbohydrate sulfotransferase-10; CHST-10; CHST10
Carbohydrate sulfotransferase 11	Carbohydrate sulfotransferase-11; CHST-11; CHST11
Carbohydrate sulfotransferase 13	Carbohydrate sulfotransferase-13; CHST-13; CHST13
Carbohydrate sulfotransferase 14	Carbohydrate sulfotransferase-14; CHST-14; CHST14
Carbohydrate sulfotransferase 15	Carbohydrate sulfotransferase-15; CHST-15; CHST15
Carbohydrate sulfotransferase 2	Carbohydrate sulfotransferase-2; CHST-2; CHST2
Carbohydrate sulfotransferase 3	Carbohydrate sulfotransferase-3; CHST-3; CHST3
Carbohydrate sulfotransferase 4	Carbohydrate sulfotransferase-4; CHST-4; CHST4
Carbohydrate sulfotransferase 6	Carbohydrate sulfotransferase-6; CHST-6; CHST6
Carbohydrate sulfotransferase 7	Carbohydrate sulfotransferase-7; CHST-7; CHST7
Carbohydrate sulfotransferase 8	Carbohydrate sulfotransferase-8; CHST-8; CHST8
Carbonic anhydrase 1	CA-1; CA1; Carbonic anhydrase-1
Carbonic anhydrase 11	CA-11; CA11; Carbonic anhydrase-11
Carbonic anhydrase 12	CA-12; CA12; Carbonic anhydrase-12
Carbonic anhydrase 13	CA-13; CA13; Carbonic anhydrase-13
Carbonic anhydrase 14	CA-14; CA14; Carbonic anhydrase-14
Carbonic anhydrase 2	CA-2; CA2; Carbonic anhydrase-2
Carbonic anhydrase 3	CA-3; CA3; Carbonic anhydrase-3
Carbonic anhydrase 4	CA-4; CA4; Carbonic anhydrase-4
Carbonic anhydrase 5A	CA5A
Carbonic anhydrase 5B	CA5B
Carbonic anhydrase 6	CA-6; CA6; Carbonic anhydrase-6
Carbonic anhydrase 7	CA-7; CA7; Carbonic anhydrase-7
Carbonic anhydrase 8	CA-8; CA8; Carbonic anhydrase-8
Carbonic anhydrase 9	CA-9; CA9; Carbonic anhydrase-9
Carbonyl reductase 1	Carbonyl reductase-1; CBR-1; CBR1
Carbonyl reductase 3	Carbonyl reductase-3; CBR-3; CBR3
Carbonyl reductase 4	Carbonyl reductase-4; CBR-4; CBR4
Carboxyl ester lipase	CEL
Carboxylesterase 1	Carboxylesterase-1; CES-1; CES1
Carboxylesterase 2	Carboxylesterase-2; CES-2; CES2
Carboxylesterase 3	Carboxylesterase-3; CES-3; CES3
Carboxymethylenebutenolidase homolog	CMBL
Carboxypeptidase A1	CPA-1; CPA1
Carboxypeptidase A2	CPA-2; CPA2
Carboxypeptidase A3	CPA-3; CPA3
Carboxypeptidase A4	CPA-4; CPA4
Carboxypeptidase A6	CPA-6; CPA6
Carboxypeptidase B1	CPB-1; CPB1
Carboxypeptidase B2	CPB-2; CPB2
Carboxypeptidase D	CPD
Carboxypeptidase E	CPE
Carboxypeptidase M	CPM
Carboxypeptidase N subunit 1	CPN-1; CPN1
Carboxypeptidase N subunit 2	CPN-2; CPN2
Carboxypeptidase O	CPO
Carboxypeptidase Q	CPQ
Carboxypeptidase vitellogenic like	CPVL
Carboxypeptidase Z	CPZ
Cardiolipin synthase 1	Cardiolipin synthase-1; CRLS-1; CRLS1
Cardiomyopathy associated 5	Cardiomyopathy associated-5; CMYA-5; CMYA5
Cardiotrophin 1	Cardiotrophin-1; CTF-1; CTF1
Cardiotrophin like cytokine factor 1	CLCF-1; CLCF1
Carnitine O-acetyltransferase	CRAT
Carnitine O-octanoyltransferase	CROT
Carnitine palmitoyltransferase 1A	CPT1A
Carnitine palmitoyltransferase 1B	CPT1B
Carnitine palmitoyltransferase 1C	CPT1C
Carnitine palmitoyltransferase 2	Carnitine palmitoyltransferase-2; CPT-2; CPT2
Carnosine dipeptidase 1	Carnosine dipeptidase-1; CNDP-1; CNDP1
Carnosine dipeptidase 2	Carnosine dipeptidase-2; CNDP-2; CNDP2
Carnosine N-methyltransferase 1	CARNMT-1; CARNMT1; Carnosine N-methyltransferase-1
Carnosine synthase 1	Carnosine synthase-1; CARNS-1; CARNS1
CART prepropeptide	CARTPT
Cartilage acidic protein 1	CRTAC-1; CRTAC1
Cartilage associated protein	CRTAP
Cartilage intermediate layer protein	CILP
Cartilage oligomeric matrix protein	COMP
Cas scaffold protein family member 4	CASS-4; CASS4
CAS1 domain containing 1	CASD-1; CASD1
CASC3 exon junction complex subunit	CASC-3; CASC3
Casein alpha s1	CSN1S1
Casein beta	CSN-2; CSN2
Casein kappa	CSN-3; CSN3
Casein kinase 1 alpha 1	CSNK1A1
Casein kinase 1 delta	CSNK1D
Casein kinase 1 epsilon	CSNK1E
Casein kinase 1 gamma 1	CSNK1G1
Casein kinase 1 gamma 2	CSNK1G2
Casein kinase 1 gamma 3	CSNK1G3
Casein kinase 2 alpha 1	CSNK2A1
Casein kinase 2 alpha 2	CSNK2A2
Casein kinase 2 alpha 3	CSNK2A3
Casein kinase 2 beta	CSNK2B
Caseinolytic mitochondrial matrix peptidase chaperone subunit B	CLPB
Caseinolytic mitochondrial matrix peptidase chaperone subunit X	CLPX
Caseinolytic mitochondrial matrix peptidase proteolytic subunit	CLPP
CASK interacting protein 1	CASKIN-1; CASKIN1
CASK interacting protein 2	CASKIN-2; CASKIN2
CASP2 and RIPK1 domain containing adaptor with death domain	CRADD
CASP8 and FADD like apoptosis regulator	CFLAR
Caspase 1	CASP-1; CASP1; Caspase-1
Caspase 10	CASP-10; CASP10; Caspase-10
Caspase 14	CASP-14; CASP14; Caspase-14
Caspase 2	CASP-2; CASP2; Caspase-2
Caspase 3	CASP-3; CASP3; Caspase-3
Caspase 4	CASP-4; CASP4; Caspase-4
Caspase 5	CASP-5; CASP5; Caspase-5
Caspase 6	CASP-6; CASP6; Caspase-6
Caspase 7	CASP-7; CASP7; Caspase-7
Caspase 8	CASP-8; CASP8; Caspase-8
Caspase 9	CASP-9; CASP9; Caspase-9
